RegistroANS,CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas
352543,,,1T,2025,4100403428
352586,,,1T,2025,1738920093
352683,,,1T,2025,7571425183
353027,,,1T,2025,1984977710
353060,,,1T,2025,6508577000
353264,,,1T,2025,194588501
353353,,,1T,2025,12863196740
353663,,,1T,2025,13546229807
353698,,,1T,2025,925531510
353876,,,1T,2025,1285171496
354031,,,1T,2025,13333464496
354066,,,1T,2025,12390640224
354279,,,1T,2025,2987260223
354295,,,1T,2025,10534216706
354325,,,1T,2025,2475630586
354511,,,1T,2025,3603565546
354562,,,1T,2025,4562120572
354619,,,1T,2025,883137197
354627,,,1T,2025,1425765975961
354678,,,1T,2025,502719048
354783,,,1T,2025,10068277287
354996,,,1T,2025,891728356
355097,,,1T,2025,21213497339
355151,,,1T,2025,10262996589
355577,,,1T,2025,2175229972
355593,,,1T,2025,1796023889
355691,,,1T,2025,22990651336
355721,,,1T,2025,22199302134
356123,,,1T,2025,6294827840
356417,,,1T,2025,13242461188
356476,,,1T,2025,3514640571
356581,,,1T,2025,2330863370
357022,,,1T,2025,3003261727
357138,,,1T,2025,5677011133
357260,,,1T,2025,5105925512
357391,,,1T,2025,55070020039
357511,,,1T,2025,19884252219
357669,,,1T,2025,553988035
357715,,,1T,2025,814020590
358053,,,1T,2025,1293589125
358088,,,1T,2025,6346246784
358096,,,1T,2025,2718010492
358282,,,1T,2025,1262574411
358339,,,1T,2025,154189763
358436,,,1T,2025,450142432
358754,,,1T,2025,842397769
359017,,,1T,2025,252946242104
359033,,,1T,2025,943651948
359122,,,1T,2025,2826541758
359289,,,1T,2025,4097543000
359661,,,1T,2025,55750531008
359777,,,1T,2025,8368309961
360244,,,1T,2025,3669946725
360414,,,1T,2025,1667220086
360449,,,1T,2025,41324290787
360783,,,1T,2025,303181438
361011,,,1T,2025,14442771525
361461,,,1T,2025,2139247448
361569,,,1T,2025,398959882
361593,,,1T,2025,309363715
361615,,,1T,2025,3771637060
361941,,,1T,2025,2663227801
362140,,,1T,2025,1871677156
362573,,,1T,2025,1299250152
362832,,,1T,2025,925206562
363189,,,1T,2025,298624911
363286,,,1T,2025,1327630020
363391,,,1T,2025,252149379
363855,,,1T,2025,2608681149
364070,,,1T,2025,723442617
364312,,,1T,2025,11514000212
364584,,,1T,2025,14145281615
364592,,,1T,2025,1544133445
364860,,,1T,2025,7517274557
365238,,,1T,2025,1868927234
365530,,,1T,2025,1097508797
365645,,,1T,2025,330617769
365777,,,1T,2025,2936778130
365785,,,1T,2025,111574161
366064,,,1T,2025,2365619206
366340,,,1T,2025,1264265742
366439,,,1T,2025,408856359
366561,,,1T,2025,8397402894
367087,,,1T,2025,10827047195
367095,,,1T,2025,9090464021
367397,,,1T,2025,7923407674
367613,,,1T,2025,334107638
368148,,,1T,2025,2334199577
368253,,,1T,2025,140356435405
368555,,,1T,2025,662097155
368920,,,1T,2025,2535425286
369292,,,1T,2025,13893557293
369411,,,1T,2025,8873776539
369659,,,1T,2025,21215745433
370070,,,1T,2025,17478946022
370088,,,1T,2025,1822430078
370568,,,1T,2025,150281621
370592,,,1T,2025,297434018
370681,,,1T,2025,4130521983
370711,,,1T,2025,128756099
370975,,,1T,2025,1519919737
371106,,,1T,2025,5826519729
371254,,,1T,2025,29044991596
371564,,,1T,2025,1228500099
371629,,,1T,2025,5956848943
371777,,,1T,2025,4732765340
372561,,,1T,2025,2915919007
372609,,,1T,2025,6353770691
374440,,,1T,2025,931439878
378216,,,1T,2025,1724069558
379280,,,1T,2025,5278773914
379956,,,1T,2025,49297545745
380661,,,1T,2025,8668365869
381144,,,1T,2025,129912159
382281,,,1T,2025,79087964
382540,,,1T,2025,2366813263
382639,,,1T,2025,57864888
382655,,,1T,2025,145409137
382876,,,1T,2025,62999841066
384577,,,1T,2025,27822415313
384704,,,1T,2025,716176885
385255,,,1T,2025,3064132780
385620,,,1T,2025,2724821782
385697,,,1T,2025,12819037628
386588,,,1T,2025,7184111760
386596,,,1T,2025,3605384574
386901,,,1T,2025,801312486
387185,,,1T,2025,863325136
388092,,,1T,2025,242279410
389358,,,1T,2025,351121197
389854,,,1T,2025,305434478
390259,,,1T,2025,210971826
392804,,,1T,2025,8361157781
393533,,,1T,2025,1041134343
394734,,,1T,2025,1935872882
395480,,,1T,2025,2121928309
397245,,,1T,2025,24669719
401081,,,1T,2025,3041547436
401480,,,1T,2025,274544437
402001,,,1T,2025,263223946
402206,,,1T,2025,659086409
402966,,,1T,2025,646318483
403962,,,1T,2025,1536730369
404241,,,1T,2025,634210304
406481,,,1T,2025,2415432808
406554,,,1T,2025,3801382301
406635,,,1T,2025,218678349
406805,,,1T,2025,459637823
406813,,,1T,2025,132139386
406937,,,1T,2025,433772016
406945,,,1T,2025,1436569111
407011,,,1T,2025,20743340067
407224,,,1T,2025,114547830
407534,,,1T,2025,55371897
407569,,,1T,2025,169948976
408026,,,1T,2025,133916900
408034,,,1T,2025,142206587
408093,,,1T,2025,105566763
408263,,,1T,2025,267974322
408522,,,1T,2025,31924703
408794,,,1T,2025,151309381
409243,,,1T,2025,4766541357
409286,,,1T,2025,10268042
409405,,,1T,2025,139577852
409413,,,1T,2025,359553242
409634,,,1T,2025,202834513
409791,,,1T,2025,152564909
410110,,,1T,2025,706778754
410128,,,1T,2025,1055549951
410292,,,1T,2025,1640190526
410608,,,1T,2025,417673137
410624,,,1T,2025,273187561
410888,,,1T,2025,709837637
411248,,,1T,2025,159890916
411256,,,1T,2025,12397448273
411582,,,1T,2025,1420313949
411752,,,1T,2025,6028243286
411809,,,1T,2025,340657985
411868,,,1T,2025,206218047
412015,,,1T,2025,85043012
412058,,,1T,2025,798964562
412252,,,1T,2025,587100540
412295,,,1T,2025,2106333168
412635,,,1T,2025,650108647
412759,,,1T,2025,815283919
412996,,,1T,2025,222328803
413160,,,1T,2025,1185632005
413267,,,1T,2025,7656545
413283,,,1T,2025,106814678
413330,,,1T,2025,1047326971
413372,,,1T,2025,130931168
413429,,,1T,2025,483584178
413518,,,1T,2025,91405397
413534,,,1T,2025,21577078082
413721,,,1T,2025,735239640
413747,,,1T,2025,105456483
414026,,,1T,2025,194117619
414212,,,1T,2025,726377613
414310,,,1T,2025,3376298563
414352,,,1T,2025,3127152959
414387,,,1T,2025,141120171
414492,,,1T,2025,4852759515
414573,,,1T,2025,1905869050
414581,,,1T,2025,4982858926
414654,,,1T,2025,151215254
414662,,,1T,2025,346333572
414689,,,1T,2025,220541988
414701,,,1T,2025,203637355
414905,,,1T,2025,369115608
414930,,,1T,2025,1146521462
415014,,,1T,2025,2511809278
415065,,,1T,2025,1149146364
415081,,,1T,2025,66001559
415111,,,1T,2025,6237374906
415243,,,1T,2025,68343984
415626,,,1T,2025,629922436
415693,,,1T,2025,3987681049
415774,,,1T,2025,4263245262
415901,,,1T,2025,35092556
415910,,,1T,2025,62064815
415936,,,1T,2025,963241126
415944,,,1T,2025,2278751
415987,,,1T,2025,103780166
416398,,,1T,2025,1353208104
416401,,,1T,2025,5433210268
416410,,,1T,2025,596544
416428,,,1T,2025,21952183583
416495,,,1T,2025,1881111548
416525,,,1T,2025,152474357
416568,,,1T,2025,7751710882
416584,,,1T,2025,1386203762
416690,,,1T,2025,2067498446
416738,,,1T,2025,1323936277
416801,,,1T,2025,2047953749
417106,,,1T,2025,64402152
417131,,,1T,2025,39385593
417211,,,1T,2025,1686148150
417220,,,1T,2025,59912158
417297,,,1T,2025,3511369097
417424,,,1T,2025,0
417475,,,1T,2025,222665058
417491,,,1T,2025,72783072
417505,,,1T,2025,14708262978
417530,,,1T,2025,8057285268
417548,,,1T,2025,4628102385
417599,,,1T,2025,2351210227
417611,,,1T,2025,0
417661,,,1T,2025,1640237079
417815,,,1T,2025,1779806150
417831,,,1T,2025,81219125
417947,,,1T,2025,3267058059
417955,,,1T,2025,1634431439
418021,,,1T,2025,8784293538
418072,,,1T,2025,70742706
418129,,,1T,2025,139663404
418137,,,1T,2025,660053219
418161,,,1T,2025,0
418170,,,1T,2025,9483017529
418218,,,1T,2025,118929668
418226,,,1T,2025,164677010
418285,,,1T,2025,1329495357
418374,,,1T,2025,5442718022
418501,,,1T,2025,314366533
418587,,,1T,2025,1777057974
418617,,,1T,2025,1135066978
418650,,,1T,2025,3997751603
418731,,,1T,2025,1773444041
418749,,,1T,2025,200194099
418803,,,1T,2025,2159510412
418820,,,1T,2025,1355435284
418919,,,1T,2025,1520953526
418960,,,1T,2025,-70000
418994,,,1T,2025,15278196
419010,,,1T,2025,10926583305
419028,,,1T,2025,30019690
419052,,,1T,2025,1476635919
419079,,,1T,2025,0
419133,,,1T,2025,54890517938
419141,,,1T,2025,2445796763
419150,,,1T,2025,1439954691
419249,,,1T,2025,5995073704
419257,,,1T,2025,0
419281,,,1T,2025,56501168
419354,,,1T,2025,26577845
419419,,,1T,2025,1010470891
419427,,,1T,2025,1469849626
419486,,,1T,2025,2007371015
419516,,,1T,2025,895719674
419524,,,1T,2025,33097495
419567,,,1T,2025,0
419591,,,1T,2025,173093846
419699,,,1T,2025,1141855322
419753,,,1T,2025,152194395
419851,,,1T,2025,327560167
419958,,,1T,2025,797825647
419974,,,1T,2025,265403154
420000,,,1T,2025,1194260972
420051,,,1T,2025,28646105
420077,,,1T,2025,7015378272
420085,,,1T,2025,393446695
420093,,,1T,2025,129637763
420123,,,1T,2025,217042815
420158,,,1T,2025,1495054357
420166,,,1T,2025,4473354760
420701,,,1T,2025,844777012
420786,,,1T,2025,656005766
420816,,,1T,2025,69580062
420841,,,1T,2025,0
420930,,,1T,2025,49090743
420981,,,1T,2025,20987497
421006,,,1T,2025,1625028384
421146,,,1T,2025,0
421154,,,1T,2025,1224561891
421189,,,1T,2025,43205721
421197,,,1T,2025,2332889299
421341,,,1T,2025,1927201223
421359,,,1T,2025,424712243
421367,,,1T,2025,17726962
421421,,,1T,2025,6550373234
421561,,,1T,2025,23379780
421618,,,1T,2025,145913590
421634,,,1T,2025,106208659
421707,,,1T,2025,322208089
421715,,,1T,2025,61292310502
421723,,,1T,2025,56210404
421731,,,1T,2025,1358043766
421766,,,1T,2025,1671572686
421871,,,1T,2025,287515517
421928,,,1T,2025,7724530625
421944,,,1T,2025,1373309080
422029,,,1T,2025,5483632796
422053,,,1T,2025,3512199099
422070,,,1T,2025,2186534187
422088,,,1T,2025,92518907
422134,,,1T,2025,0
422151,,,1T,2025,402053132
422304,,,1T,2025,153663402
422321,,,1T,2025,1843333244
422339,,,1T,2025,8877671258
422355,,,1T,2025,33306596
422371,,,1T,2025,709855259
422398,,,1T,2025,2376058024
422401,,,1T,2025,0
422479,,,1T,2025,5461075
422576,,,1T,2025,0
422584,,,1T,2025,346045899
422631,,,1T,2025,126653561466
422681,,,1T,2025,2093979366
422746,,,1T,2025,4451264
422754,,,1T,2025,33524073
422762,,,1T,2025,441465562
422771,,,1T,2025,1867080436
422827,,,1T,2025,86558263
422835,,,1T,2025,352640885
422941,,,1T,2025,0
422959,,,1T,2025,135775292
423017,,,1T,2025,0
423173,,,1T,2025,7891933562
423181,,,1T,2025,19343543
423203,,,1T,2025,188713485
423262,,,1T,2025,14222145
423319,,,1T,2025,243127278
423335,,,1T,2025,1063595430
423351,,,1T,2025,610681028
423408,,,1T,2025,37645429
423432,,,1T,2025,81387999
423548,,,1T,2025,58813822
423564,,,1T,2025,16912311
423629,,,1T,2025,400000102
423645,,,1T,2025,25631017
423661,,,1T,2025,2016571760
423718,,,1T,2025,46639474
423742,,,1T,2025,0
423815,,,1T,2025,210737
423858,,,1T,2025,0
423912,,,1T,2025,12592019
424048,,,1T,2025,55841102
424129,,,1T,2025,0
424145,,,1T,2025,0
424161,,,1T,2025,0
424170,,,1T,2025,21815941
